Period,State_1,Nobs_1,Price_Av_1,Price_Med_1,Price_Av_Pure_1,Price_Med_Pure_1,Price_OLS_1,Price_RLS_1,Price_exp_1,Price_ppgLOS_1,State_2,Nobs_2,Price_Av_2,Price_Med_2,Price_Av_Pure_2,Price_Med_Pure_2,Price_OLS_2,Price_RLS_2,Price_exp_2,Price_ppgLOS_2
5 , MN , 40 , 1668.35 , 1171 , 201.3504395804 , 84.61670671 , 251.10319287369 , 325.008098759147 , 2379.08618872167 , 251.10319287369 , RI , 43 , 1858.23255813953 , 1048 , 114.957125641116 , 63.04758068 , 242.6448810561 , 293.125136262715 , 2927.70935814227 , 242.6448810561 , 
6 , MN , 46 , 1456.52173913043 , 1228 , 164.61232943913 , 118.9183612 , 239.091804579655 , 242.875562555831 , 3069.39991086208 , 239.091804579655 , RI , 47 , 1584.44680851064 , 1044 , 85.2321479308298 , 66.93159452 , 42.0483517193303 , 170.175819420945 , 2671.99294869223 , 42.0483517193303 , 
7 , MN , 16 , 2479.75 , 1826.5 , 144.741201233312 , 95.56475622 , 177.868311452912 , 732.042576565915 , 4015.33422677596 , 177.868311452912 , RI , 21 , 2787.66666666667 , 1143 , 84.4306285297143 , 71.70234438 , -1855.76512744423 , 143.932638858201 , 3626.43277322143 , -1855.76512744423 , 
1 , MN , 32 , 1700.5 , 1707 , 207.317382143125 , 106.2628613 , 94.7345932863566 , 87.8172749434498 , 3668.456124343 , 94.7345932863566 , SC , 62 , 1055.95161290323 , 762.5 , 177.394836705403 , 81.931261805 , 317.109873148894 , 324.953068078098 , 2560.10895865252 , 317.109873148894 , 
2 , MN , 63 , 1716.5873015873 , 1285 , 374.368036841635 , 85.09834812 , 708.112640427721 , 542.358526397434 , 2692.5295045396 , 708.112640427721 , SC , 56 , 903.357142857143 , 766.5 , 97.3270802776964 , 75.04155992 , 641.821432989432 , 494.388562948716 , 1261.23506929823 , 641.821432989432 , 
3 , MN , 45 , 1602.02222222222 , 1504 , 205.001407516889 , 99.47021409 , 840.548056619719 , 823.884039635118 , 2331.83139278006 , 840.548056619719 , SC , 59 , 1010.71186440678 , 903 , 250.29697206 , 79.44306094 , 221.152763669236 , 218.000128794102 , 2652.97073775585 , 221.152763669236 , 
4 , MN , 49 , 1952.69387755102 , 1234 , 214.14348553402 , 78.7162944 , 824.148114062613 , 783.920168992016 , 2848.64281399606 , 824.148114062613 , SC , 56 , 1564.71428571429 , 915.5 , 155.918391258393 , 97.505404775 , 544.004133757968 , 500.190421853924 , 3261.07790175699 , 544.004133757968 , 
5 , MN , 40 , 1668.35 , 1171 , 201.3504395804 , 84.61670671 , 251.10319287369 , 325.008098759147 , 2379.08618872167 , 251.10319287369 , SC , 56 , 1036.01785714286 , 823.5 , 88.8662172893571 , 81.88745833 , 683.354495760171 , 649.936604976426 , 1664.77880216284 , 683.354495760171 , 
6 , MN , 46 , 1456.52173913043 , 1228 , 164.61232943913 , 118.9183612 , 239.091804579655 , 242.875562555831 , 3069.39991086208 , 239.091804579655 , SC , 50 , 1151.66 , 863 , 240.55756215792 , 75.79296093 , 503.422043869887 , 578.935115342267 , 2188.77705577749 , 503.422043869887 , 
1 , MN , 32 , 1700.5 , 1707 , 207.317382143125 , 106.2628613 , 94.7345932863566 , 87.8172749434498 , 3668.456124343 , 94.7345932863566 , TN , 66 , 1846.0303030303 , 1220 , 167.181985632636 , 77.39063682 , 745.442071810449 , 351.330947749482 , 3246.62952333653 , 745.442071810449 , 
2 , MN , 63 , 1716.5873015873 , 1285 , 374.368036841635 , 85.09834812 , 708.112640427721 , 542.358526397434 , 2692.5295045396 , 708.112640427721 , TN , 67 , 1947.29850746269 , 1122 , 135.317604693149 , 68.68779992 , -272.588240901155 , 238.068453603688 , 2159.89858485379 , -272.588240901155 , 
3 , MN , 45 , 1602.02222222222 , 1504 , 205.001407516889 , 99.47021409 , 840.548056619719 , 823.884039635118 , 2331.83139278006 , 840.548056619719 , TN , 75 , 1360.6 , 1048 , 175.361629943293 , 61.47018929 , 229.200017495117 , 241.845758229068 , 3044.07688643605 , 229.200017495117 , 
4 , MN , 49 , 1952.69387755102 , 1234 , 214.14348553402 , 78.7162944 , 824.148114062613 , 783.920168992016 , 2848.64281399606 , 824.148114062613 , TN , 74 , 1455.5 , 1035 , 210.109616389608 , 81.512046915 , 761.62670868002 , 760.066645582364 , 2338.04599048181 , 761.62670868002 , 
5 , MN , 40 , 1668.35 , 1171 , 201.3504395804 , 84.61670671 , 251.10319287369 , 325.008098759147 , 2379.08618872167 , 251.10319287369 , TN , 73 , 1653.46575342466 , 1197 , 191.627916038973 , 69.71548999 , 311.469826376327 , 248.87389855975 , 3122.00402974531 , 311.469826376327 , 
6 , MN , 46 , 1456.52173913043 , 1228 , 164.61232943913 , 118.9183612 , 239.091804579655 , 242.875562555831 , 3069.39991086208 , 239.091804579655 , TN , 74 , 1380.35135135135 , 1133 , 158.751952135865 , 74.26236369 , 476.03115988378 , 406.868681213958 , 2435.63286424172 , 476.03115988378 , 
7 , MN , 16 , 2479.75 , 1826.5 , 144.741201233312 , 95.56475622 , 177.868311452912 , 732.042576565915 , 4015.33422677596 , 177.868311452912 , TN , 18 , 1697.72222222222 , 978.5 , 304.183074184778 , 105.5989347 , 563.870123181894 , 474.077625491463 , 2777.75009992371 , 563.870123181894 , 
1 , MN , 32 , 1700.5 , 1707 , 207.317382143125 , 106.2628613 , 94.7345932863566 , 87.8172749434498 , 3668.456124343 , 94.7345932863566 , TX , 292 , 1745.21575342466 , 1057.5 , 159.253830993144 , 64.395628835 , 743.029592174381 , 491.69814487797 , 2223.77771438612 , 743.029592174381 , 
2 , MN , 63 , 1716.5873015873 , 1285 , 374.368036841635 , 85.09834812 , 708.112640427721 , 542.358526397434 , 2692.5295045396 , 708.112640427721 , TX , 303 , 1745.03630363036 , 1078 , 92.7147842320759 , 58.6789484 , 886.865746021479 , 523.580713735844 , 2378.42775206358 , 886.865746021479 , 
3 , MN , 45 , 1602.02222222222 , 1504 , 205.001407516889 , 99.47021409 , 840.548056619719 , 823.884039635118 , 2331.83139278006 , 840.548056619719 , TX , 355 , 1809.21126760563 , 979 , 116.089021785761 , 58.52365903 , 462.19396850959 , 424.366198055575 , 2255.847155858 , 462.19396850959 , 
4 , MN , 49 , 1952.69387755102 , 1234 , 214.14348553402 , 78.7162944 , 824.148114062613 , 783.920168992016 , 2848.64281399606 , 824.148114062613 , TX , 324 , 1664.63271604938 , 1055 , 130.421685827457 , 57.18636096 , 700.946608502403 , 565.145679627318 , 2048.20605912067 , 700.946608502403 , 
5 , MN , 40 , 1668.35 , 1171 , 201.3504395804 , 84.61670671 , 251.10319287369 , 325.008098759147 , 2379.08618872167 , 251.10319287369 , TX , 326 , 1884.22392638037 , 1109 , 296.155845026301 , 56.39130676 , 710.273452327075 , 562.700869694586 , 2379.59784439983 , 710.273452327075 , 
6 , MN , 46 , 1456.52173913043 , 1228 , 164.61232943913 , 118.9183612 , 239.091804579655 , 242.875562555831 , 3069.39991086208 , 239.091804579655 , TX , 276 , 1932.46739130435 , 1085 , 96.8659805361848 , 54.04102431 , 569.648764158613 , 476.92037088604 , 2313.27567905096 , 569.648764158613 , 
7 , MN , 16 , 2479.75 , 1826.5 , 144.741201233312 , 95.56475622 , 177.868311452912 , 732.042576565915 , 4015.33422677596 , 177.868311452912 , TX , 109 , 1523.6880733945 , 987 , 172.409803247239 , 69.61499204 , 855.986764743365 , 606.185684632472 , 2080.54974304984 , 855.986764743365 , 
1 , MN , 32 , 1700.5 , 1707 , 207.317382143125 , 106.2628613 , 94.7345932863566 , 87.8172749434498 , 3668.456124343 , 94.7345932863566 , UT , 29 , 1398.48275862069 , 713 , 55.5423176548276 , 53.26451462 , 152.294188144885 , 178.054611703653 , 2109.84734408709 , 152.294188144885 , 
2 , MN , 63 , 1716.5873015873 , 1285 , 374.368036841635 , 85.09834812 , 708.112640427721 , 542.358526397434 , 2692.5295045396 , 708.112640427721 , UT , 23 , 1453.60869565217 , 1052 , 57.328958307 , 56.37379238 , 522.468516238683 , 404.385568880278 , 2162.46609208943 , 522.468516238683 , 
3 , MN , 45 , 1602.02222222222 , 1504 , 205.001407516889 , 99.47021409 , 840.548056619719 , 823.884039635118 , 2331.83139278006 , 840.548056619719 , UT , 29 , 1772.89655172414 , 850 , 202.693051004586 , 43.17681427 , 438.020779860261 , 113.651220199381 , 1430.86403567264 , 438.020779860261 , 
4 , MN , 49 , 1952.69387755102 , 1234 , 214.14348553402 , 78.7162944 , 824.148114062613 , 783.920168992016 , 2848.64281399606 , 824.148114062613 , UT , 33 , 1379.30303030303 , 986 , 124.397124079455 , 63.38225663 , 265.63622320808 , 211.470710080084 , 2248.10100125516 , 265.63622320808 , 
5 , MN , 40 , 1668.35 , 1171 , 201.3504395804 , 84.61670671 , 251.10319287369 , 325.008098759147 , 2379.08618872167 , 251.10319287369 , UT , 23 , 1212.78260869565 , 754 , 291.884592966609 , 57.6039732 , 20.687667966628 , 62.2480313978548 , 1768.94381442714 , 20.687667966628 , 
6 , MN , 46 , 1456.52173913043 , 1228 , 164.61232943913 , 118.9183612 , 239.091804579655 , 242.875562555831 , 3069.39991086208 , 239.091804579655 , UT , 38 , 1457.31578947368 , 737 , 83.7569848343158 , 56.646174255 , 484.448074851142 , 419.931596199161 , 2133.65075062805 , 484.448074851142 , 
1 , MN , 32 , 1700.5 , 1707 , 207.317382143125 , 106.2628613 , 94.7345932863566 , 87.8172749434498 , 3668.456124343 , 94.7345932863566 , VA , 295 , 1501.38983050847 , 1067 , 1689.94377190947 , 76.75938319 , 434.297440664908 , 335.9990746077 , 2402.14553800587 , 434.297440664908 , 
2 , MN , 63 , 1716.5873015873 , 1285 , 374.368036841635 , 85.09834812 , 708.112640427721 , 542.358526397434 , 2692.5295045396 , 708.112640427721 , VA , 258 , 1449.5503875969 , 1115 , 171.515499401643 , 87.495036135 , 715.298764862425 , 542.640259390701 , 2714.83010245443 , 715.298764862425 , 
3 , MN , 45 , 1602.02222222222 , 1504 , 205.001407516889 , 99.47021409 , 840.548056619719 , 823.884039635118 , 2331.83139278006 , 840.548056619719 , VA , 246 , 1504.62195121951 , 991 , 166.962858112203 , 82.67932255 , 224.875539037941 , 211.79125370949 , 2996.81728894087 , 224.875539037941 , 
4 , MN , 49 , 1952.69387755102 , 1234 , 214.14348553402 , 78.7162944 , 824.148114062613 , 783.920168992016 , 2848.64281399606 , 824.148114062613 , VA , 275 , 1403.93090909091 , 1088 , 234.435150438862 , 77.84649499 , 302.96819040974 , 307.149803890224 , 2222.44290690523 , 302.96819040974 , 
5 , MN , 40 , 1668.35 , 1171 , 201.3504395804 , 84.61670671 , 251.10319287369 , 325.008098759147 , 2379.08618872167 , 251.10319287369 , VA , 270 , 1484.34444444444 , 1028 , 194.216882660119 , 87.170200215 , 373.579847703503 , 340.805056228088 , 3015.34658743593 , 373.579847703503 , 
6 , MN , 46 , 1456.52173913043 , 1228 , 164.61232943913 , 118.9183612 , 239.091804579655 , 242.875562555831 , 3069.39991086208 , 239.091804579655 , VA , 259 , 1689.08108108108 , 1065 , 181.774892181564 , 82.58834893 , 24.1227469937311 , 214.184980534212 , 2932.21662928091 , 24.1227469937311 , 
7 , MN , 16 , 2479.75 , 1826.5 , 144.741201233312 , 95.56475622 , 177.868311452912 , 732.042576565915 , 4015.33422677596 , 177.868311452912 , VA , 81 , 1672.77777777778 , 1100 , 146.52062379416 , 75.26392039 , 148.083227109928 , 132.268745067474 , 3114.2256772808 , 148.083227109928 , 
1 , MN , 32 , 1700.5 , 1707 , 207.317382143125 , 106.2628613 , 94.7345932863566 , 87.8172749434498 , 3668.456124343 , 94.7345932863566 , VT , 21 , 1144.2380952381 , 1187 , 212.320438509524 , 158.7583891 , 421.227107578175 , 376.998549792236 , 4279.17853326299 , 421.227107578175 , 
2 , MN , 63 , 1716.5873015873 , 1285 , 374.368036841635 , 85.09834812 , 708.112640427721 , 542.358526397434 , 2692.5295045396 , 708.112640427721 , VT , 23 , 1167 , 938 , 908.058975301304 , 170.5330363 , 531.270399383601 , 468.074956423275 , 3558.16467742928 , 531.270399383601 , 
4 , MN , 49 , 1952.69387755102 , 1234 , 214.14348553402 , 78.7162944 , 824.148114062613 , 783.920168992016 , 2848.64281399606 , 824.148114062613 , VT , 22 , 1328.86363636364 , 1262 , 303.242973566364 , 146.486148 , 618.407272659402 , 393.053302754092 , 2996.83585495937 , 618.407272659402 , 
5 , MN , 40 , 1668.35 , 1171 , 201.3504395804 , 84.61670671 , 251.10319287369 , 325.008098759147 , 2379.08618872167 , 251.10319287369 , VT , 19 , 1765.10526315789 , 1500 , 581.083970528947 , 136.5998891 , 354.364282738601 , 404.183645193415 , 3691.6694388287 , 354.364282738601 , 
6 , MN , 46 , 1456.52173913043 , 1228 , 164.61232943913 , 118.9183612 , 239.091804579655 , 242.875562555831 , 3069.39991086208 , 239.091804579655 , VT , 19 , 1533.89473684211 , 850 , 156.804364274211 , 134.4533492 , 122.419924490183 , 207.940577458487 , 3485.97579552177 , 122.419924490183 , 
1 , MN , 32 , 1700.5 , 1707 , 207.317382143125 , 106.2628613 , 94.7345932863566 , 87.8172749434498 , 3668.456124343 , 94.7345932863566 , WA , 100 , 3072.45 , 1240 , 75.77661976893 , 46.057914905 , 499.48651122987 , 329.216550235243 , 2096.38764305969 , 499.48651122987 , 
2 , MN , 63 , 1716.5873015873 , 1285 , 374.368036841635 , 85.09834812 , 708.112640427721 , 542.358526397434 , 2692.5295045396 , 708.112640427721 , WA , 98 , 2003.95918367347 , 1305 , 194.736959694531 , 45.768027295 , 294.948698875505 , 322.975086924112 , 1922.77407418791 , 294.948698875505 , 
3 , MN , 45 , 1602.02222222222 , 1504 , 205.001407516889 , 99.47021409 , 840.548056619719 , 823.884039635118 , 2331.83139278006 , 840.548056619719 , WA , 103 , 1929.76699029126 , 979 , 175.662742167282 , 40.13191302 , 384.759296365287 , 319.974302686521 , 1968.11845094266 , 384.759296365287 , 
4 , MN , 49 , 1952.69387755102 , 1234 , 214.14348553402 , 78.7162944 , 824.148114062613 , 783.920168992016 , 2848.64281399606 , 824.148114062613 , WA , 85 , 2445.69411764706 , 1366 , 75.1656669278471 , 43.08085024 , 251.083081664285 , 214.565762330432 , 2048.48670661604 , 251.083081664285 , 
5 , MN , 40 , 1668.35 , 1171 , 201.3504395804 , 84.61670671 , 251.10319287369 , 325.008098759147 , 2379.08618872167 , 251.10319287369 , WA , 86 , 2199.1511627907 , 1328.5 , 59.7438919512907 , 42.891514845 , 350.382643372442 , 286.299701999134 , 2135.92102692864 , 350.382643372442 , 
6 , MN , 46 , 1456.52173913043 , 1228 , 164.61232943913 , 118.9183612 , 239.091804579655 , 242.875562555831 , 3069.39991086208 , 239.091804579655 , WA , 116 , 2366.62931034483 , 1225 , 69.5766720832328 , 42.50871084 , 413.45663185999 , 237.280649972015 , 2260.30170297364 , 413.45663185999 , 
7 , MN , 16 , 2479.75 , 1826.5 , 144.741201233312 , 95.56475622 , 177.868311452912 , 732.042576565915 , 4015.33422677596 , 177.868311452912 , WA , 21 , 1458.38095238095 , 795 , 94.696625965381 , 48.17514873 , 142.132894537509 , 43.0791940589793 , 2368.03485953341 , 142.132894537509 , 
1 , MN , 32 , 1700.5 , 1707 , 207.317382143125 , 106.2628613 , 94.7345932863566 , 87.8172749434498 , 3668.456124343 , 94.7345932863566 , WI , 55 , 1577.90909090909 , 1083 , 86.4249804467455 , 70.97714629 , 234.484922786198 , 269.224303570104 , 2466.19644575628 , 234.484922786198 , 
2 , MN , 63 , 1716.5873015873 , 1285 , 374.368036841635 , 85.09834812 , 708.112640427721 , 542.358526397434 , 2692.5295045396 , 708.112640427721 , WI , 56 , 1657.10714285714 , 1000.5 , 231.650498914768 , 66.162730175 , 422.20365615584 , 321.628131858959 , 2387.79037016501 , 422.20365615584 , 
3 , MN , 45 , 1602.02222222222 , 1504 , 205.001407516889 , 99.47021409 , 840.548056619719 , 823.884039635118 , 2331.83139278006 , 840.548056619719 , WI , 50 , 1843.82 , 1199.5 , 102.8362053032 , 64.52962896 , -39.3619929862093 , 121.282595601537 , 2362.65524570552 , -39.3619929862093 , 
4 , MN , 49 , 1952.69387755102 , 1234 , 214.14348553402 , 78.7162944 , 824.148114062613 , 783.920168992016 , 2848.64281399606 , 824.148114062613 , WI , 37 , 1809.08108108108 , 1066 , 111.817702743 , 63.97919864 , 155.284084140047 , 188.696676710358 , 2673.18672885342 , 155.284084140047 , 
5 , MN , 40 , 1668.35 , 1171 , 201.3504395804 , 84.61670671 , 251.10319287369 , 325.008098759147 , 2379.08618872167 , 251.10319287369 , WI , 61 , 1246.40983606557 , 966 , 163.903830180836 , 69.86370852 , 719.061062818301 , 328.067949879255 , 2394.15121971271 , 719.061062818301 , 
6 , MN , 46 , 1456.52173913043 , 1228 , 164.61232943913 , 118.9183612 , 239.091804579655 , 242.875562555831 , 3069.39991086208 , 239.091804579655 , WI , 50 , 1524.98 , 1029 , 87.47534501396 , 66.974167635 , 428.316992167595 , 348.179015538886 , 2613.50601294692 , 428.316992167595 , 
7 , MN , 16 , 2479.75 , 1826.5 , 144.741201233312 , 95.56475622 , 177.868311452912 , 732.042576565915 , 4015.33422677596 , 177.868311452912 , WI , 24 , 1416.79166666667 , 999 , 90.39472553375 , 57.14556703 , 315.089682157667 , 356.861773176744 , 2601.40742898727 , 315.089682157667 , 
1 , MN , 32 , 1700.5 , 1707 , 207.317382143125 , 106.2628613 , 94.7345932863566 , 87.8172749434498 , 3668.456124343 , 94.7345932863566 , WV , 36 , 1064.30555555556 , 661.5 , 196.954890764361 , 140.42037515 , 272.019710927813 , 208.318678075872 , 2452.45423275082 , 272.019710927813 , 
2 , MN , 63 , 1716.5873015873 , 1285 , 374.368036841635 , 85.09834812 , 708.112640427721 , 542.358526397434 , 2692.5295045396 , 708.112640427721 , WV , 52 , 1139.57692307692 , 1005.5 , 613.124212873173 , 152.39687765 , 189.969982737564 , 197.852669448643 , 3950.30059182297 , 189.969982737564 , 
3 , MN , 45 , 1602.02222222222 , 1504 , 205.001407516889 , 99.47021409 , 840.548056619719 , 823.884039635118 , 2331.83139278006 , 840.548056619719 , WV , 52 , 968.153846153846 , 780.5 , 909.639472878231 , 122.66479755 , 312.750719132687 , 255.063067438469 , 2863.11017130407 , 312.750719132687 , 
4 , MN , 49 , 1952.69387755102 , 1234 , 214.14348553402 , 78.7162944 , 824.148114062613 , 783.920168992016 , 2848.64281399606 , 824.148114062613 , WV , 43 , 1044.02325581395 , 643 , 300.37993530593 , 151.2769269 , 381.550869889707 , 351.760175464831 , 1795.07552378113 , 381.550869889707 , 
5 , MN , 40 , 1668.35 , 1171 , 201.3504395804 , 84.61670671 , 251.10319287369 , 325.008098759147 , 2379.08618872167 , 251.10319287369 , WV , 44 , 993.636363636364 , 649 , 396.923288546273 , 112.50663825 , 319.266555749466 , 310.163650279517 , 2490.59915142662 , 319.266555749466 , 
6 , MN , 46 , 1456.52173913043 , 1228 , 164.61232943913 , 118.9183612 , 239.091804579655 , 242.875562555831 , 3069.39991086208 , 239.091804579655 , WV , 44 , 972.659090909091 , 693.5 , 164.040906422273 , 102.378689635 , 336.612120518972 , 333.233490739829 , 2369.18676305429 , 336.612120518972 , 
1 , MO , 122 , 1183.05737704918 , 939.5 , 162.463129961836 , 78.493622355 , 417.839608561819 , 310.093104695374 , 3659.516742748 , 417.839608561819 , MS , 70 , 1658.71428571429 , 1035.5 , 121.518965254857 , 63.972781925 , 302.844933811287 , 249.50952171356 , 2791.79882687871 , 302.844933811287 , 
2 , MO , 145 , 1285.00689655172 , 929 , 148.562921500855 , 85.72682257 , 636.873519309265 , 508.839987927282 , 2658.03096573871 , 636.873519309265 , MS , 56 , 1394.28571428571 , 1061 , 136.895438740357 , 78.102309985 , 375.209092981504 , 350.98107656329 , 3054.58925939539 , 375.209092981504 , 
3 , MO , 91 , 1122.05494505495 , 825 , 172.569422126165 , 91.44546588 , 700.962272201275 , 449.351241576064 , 2398.25769156118 , 700.962272201275 , MS , 80 , 1295.075 , 1000.5 , 155.50522605285 , 78.085614745 , 423.082445835952 , 439.033565272485 , 2382.73505178883 , 423.082445835952 , 
4 , MO , 128 , 1169.0703125 , 956 , 139.414615153695 , 84.094913615 , 449.239084887796 , 287.559887597315 , 3542.37834454084 , 449.239084887796 , MS , 65 , 1307.52307692308 , 1033 , 774.723107798261 , 77.85739746 , 318.36860131699 , 322.207984900841 , 2322.88699283842 , 318.36860131699 , 
5 , MO , 113 , 1737.44247787611 , 1160 , 224.308325326956 , 104.4869017 , 945.289870919013 , 542.316643203595 , 3251.30351448781 , 945.289870919013 , MS , 55 , 1799.32727272727 , 1072 , 480.465984541127 , 67.19468633 , 467.365305541166 , 371.709741300814 , 3025.21578520545 , 467.365305541166 , 
6 , MO , 115 , 1401.14782608696 , 1063 , 323.143507581748 , 81.0197874 , 658.551429702127 , 477.018199937971 , 2947.86417383193 , 658.551429702127 , MS , 68 , 1315.44117647059 , 866 , 231.764866984632 , 78.86721282 , 148.542320656483 , 219.311704946965 , 2893.98003005725 , 148.542320656483 , 
1 , MO , 122 , 1183.05737704918 , 939.5 , 162.463129961836 , 78.493622355 , 417.839608561819 , 310.093104695374 , 3659.516742748 , 417.839608561819 , NC , 36 , 2678.72222222222 , 1374.5 , 86.2488222827778 , 67.145855455 , -6.76362798928401 , 326.723008535873 , 2811.68511879465 , -6.76362798928401 , 
2 , MO , 145 , 1285.00689655172 , 929 , 148.562921500855 , 85.72682257 , 636.873519309265 , 508.839987927282 , 2658.03096573871 , 636.873519309265 , NC , 41 , 1812.46341463415 , 1237 , 191.057442632927 , 87.1806483 , 316.198473981226 , 349.789284612619 , 2548.47151907123 , 316.198473981226 , 
3 , MO , 91 , 1122.05494505495 , 825 , 172.569422126165 , 91.44546588 , 700.962272201275 , 449.351241576064 , 2398.25769156118 , 700.962272201275 , NC , 35 , 1570.34285714286 , 1115 , 72.8553991803429 , 61.79246931 , 583.7241890922 , 344.663996194024 , 1701.80009673032 , 583.7241890922 , 
4 , MO , 128 , 1169.0703125 , 956 , 139.414615153695 , 84.094913615 , 449.239084887796 , 287.559887597315 , 3542.37834454084 , 449.239084887796 , NC , 57 , 2363.15789473684 , 1801 , 260.951639161544 , 77.44368617 , 859.771264557015 , 635.612531388571 , 3088.2458084533 , 859.771264557015 , 
5 , MO , 113 , 1737.44247787611 , 1160 , 224.308325326956 , 104.4869017 , 945.289870919013 , 542.316643203595 , 3251.30351448781 , 945.289870919013 , NC , 38 , 1821.86842105263 , 1071.5 , 73.2910350122895 , 74.06074168 , 838.212238709449 , 470.411787503633 , 2873.08885816051 , 838.212238709449 , 
6 , MO , 115 , 1401.14782608696 , 1063 , 323.143507581748 , 81.0197874 , 658.551429702127 , 477.018199937971 , 2947.86417383193 , 658.551429702127 , NC , 62 , 1758.75806451613 , 1141 , 131.623995280968 , 80.646744015 , 560.141955121183 , 564.187767476324 , 3176.15399765684 , 560.141955121183 , 
1 , MO , 122 , 1183.05737704918 , 939.5 , 162.463129961836 , 78.493622355 , 417.839608561819 , 310.093104695374 , 3659.516742748 , 417.839608561819 , NH , 26 , 1399.26923076923 , 1359 , 114.032750708615 , 93.46408254 , 222.243870705279 , 133.962858700334 , 3132.49874828361 , 222.243870705279 , 
2 , MO , 145 , 1285.00689655172 , 929 , 148.562921500855 , 85.72682257 , 636.873519309265 , 508.839987927282 , 2658.03096573871 , 636.873519309265 , NH , 21 , 1577.7619047619 , 926 , 103.977127221 , 72.83862677 , 383.517427858519 , 382.314723049839 , 2481.49069028739 , 383.517427858519 , 
3 , MO , 91 , 1122.05494505495 , 825 , 172.569422126165 , 91.44546588 , 700.962272201275 , 449.351241576064 , 2398.25769156118 , 700.962272201275 , NH , 19 , 1354 , 1122 , 146.069145311316 , 117.3220801 , 157.54261606193 , 218.184692490523 , 2576.96002440847 , 157.54261606193 , 
4 , MO , 128 , 1169.0703125 , 956 , 139.414615153695 , 84.094913615 , 449.239084887796 , 287.559887597315 , 3542.37834454084 , 449.239084887796 , NH , 18 , 1168.11111111111 , 1131.5 , 101.046765157778 , 62.03593895 , 738.723999017785 , 747.514419270868 , 1758.82719359404 , 738.723999017785 , 
5 , MO , 113 , 1737.44247787611 , 1160 , 224.308325326956 , 104.4869017 , 945.289870919013 , 542.316643203595 , 3251.30351448781 , 945.289870919013 , NH , 23 , 2218.5652173913 , 1635 , 137.109219844348 , 110.7203555 , 991.589295573806 , 969.251881124431 , 3131.3846177688 , 991.589295573806 , 
6 , MO , 115 , 1401.14782608696 , 1063 , 323.143507581748 , 81.0197874 , 658.551429702127 , 477.018199937971 , 2947.86417383193 , 658.551429702127 , NH , 19 , 1104.15789473684 , 989 , 130.241351092105 , 93.56117124 , 231.494885296338 , 208.883247733463 , 3346.78733094275 , 231.494885296338 , 
1 , MO , 122 , 1183.05737704918 , 939.5 , 162.463129961836 , 78.493622355 , 417.839608561819 , 310.093104695374 , 3659.516742748 , 417.839608561819 , NJ , 87 , 1613.91954022989 , 1169 , 151.351976091126 , 67.50308153 , 127.540176304337 , 176.768913328136 , 2179.04085755962 , 127.540176304337 , 
2 , MO , 145 , 1285.00689655172 , 929 , 148.562921500855 , 85.72682257 , 636.873519309265 , 508.839987927282 , 2658.03096573871 , 636.873519309265 , NJ , 80 , 1202.475 , 856 , 215.228285064487 , 58.378465515 , 352.010690134194 , 290.459111564738 , 2489.32052770799 , 352.010690134194 , 
3 , MO , 91 , 1122.05494505495 , 825 , 172.569422126165 , 91.44546588 , 700.962272201275 , 449.351241576064 , 2398.25769156118 , 700.962272201275 , NJ , 90 , 1321.04444444444 , 970 , 158.132960270867 , 61.680275805 , 913.908497008921 , 349.810709490706 , 2873.55232425607 , 913.908497008921 , 
4 , MO , 128 , 1169.0703125 , 956 , 139.414615153695 , 84.094913615 , 449.239084887796 , 287.559887597315 , 3542.37834454084 , 449.239084887796 , NJ , 82 , 1661.69512195122 , 1079 , 1165.56158743313 , 68.05411219 , 96.8242985253502 , 259.813316455895 , 2274.11769553517 , 96.8242985253502 , 
5 , MO , 113 , 1737.44247787611 , 1160 , 224.308325326956 , 104.4869017 , 945.289870919013 , 542.316643203595 , 3251.30351448781 , 945.289870919013 , NJ , 83 , 1661.50602409639 , 1325 , 87.0189683781325 , 62.76682953 , 275.391800916151 , 218.306575699096 , 2659.48568840907 , 275.391800916151 , 
6 , MO , 115 , 1401.14782608696 , 1063 , 323.143507581748 , 81.0197874 , 658.551429702127 , 477.018199937971 , 2947.86417383193 , 658.551429702127 , NJ , 78 , 1166.57692307692 , 969.5 , 157.629803834333 , 55.349341345 , 212.878351856368 , 75.4723092739732 , 2446.84780771885 , 212.878351856368 , 
7 , MO , 28 , 867.535714285714 , 647.5 , 295.405753461786 , 124.394426 , 393.433856947412 , 268.269158980342 , 2381.36266768881 , 393.433856947412 , NJ , 22 , 1511.31818181818 , 1048 , 88.560912915 , 66.37919703 , 489.270699730821 , 369.376223164258 , 3815.43418005827 , 489.270699730821 , 
1 , MO , 122 , 1183.05737704918 , 939.5 , 162.463129961836 , 78.493622355 , 417.839608561819 , 310.093104695374 , 3659.516742748 , 417.839608561819 , NM , 50 , 1872.76 , 1124.5 , 96.76158414112 , 64.125680505 , 544.244308512741 , 399.665881571863 , 2108.6832293386 , 544.244308512741 , 
2 , MO , 145 , 1285.00689655172 , 929 , 148.562921500855 , 85.72682257 , 636.873519309265 , 508.839987927282 , 2658.03096573871 , 636.873519309265 , NM , 65 , 1610.89230769231 , 915 , 94.3895328218308 , 57.85144801 , 789.394990626423 , 474.312331711719 , 1442.55388434431 , 789.394990626423 , 
